Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
,Afghanistan,2021-01-02 05:22:33,33.93911,67.709953,52513,2201,41727,8585,Afghanistan
,Albania,2021-01-02 05:22:33,41.1533,20.1683,58316,1181,33634,23501,Albania
,Algeria,2021-01-02 05:22:33,28.0339,1.6596,99897,2762,67395,29740,Algeria
,Andorra,2021-01-02 05:22:33,42.5063,1.5218,8117,84,7463,570,Andorra
,Angola,2021-01-02 05:22:33,-11.2027,17.8739,17568,405,11146,6017,Angola
,Antigua and Barbuda,2021-01-02 05:22:33,17.0608,-61.7964,159,5,148,6,Antigua and Barbuda
,Argentina,2021-01-02 05:22:33,-38.4161,-63.6167,1629594,43319,1426676,159599,Argentina
,Armenia,2021-01-02 05:22:33,40.0691,45.0382,159738,2828,143355,13555,Armenia
Australian Capital Territory,Australia,2021-01-02 05:22:33,-35.4735,149.0124,118,3,114,1,"Australian Capital Territory, Australia"
New South Wales,Australia,2021-01-02 05:22:33,-33.8688,151.2093,4947,54,0,4893,"New South Wales, Australia"
Northern Territory,Australia,2021-01-02 05:22:33,-12.4634,130.8456,75,0,71,4,"Northern Territory, Australia"
Queensland,Australia,2021-01-02 05:22:33,-27.4698,153.0251,1255,6,1224,25,"Queensland, Australia"
South Australia,Australia,2021-01-02 05:22:33,-34.9285,138.6007,580,4,566,10,"South Australia, Australia"
Tasmania,Australia,2021-01-02 05:22:33,-42.8821,147.3272,234,13,221,0,"Tasmania, Australia"
Victoria,Australia,2021-01-02 05:22:33,-37.8136,144.9631,20388,820,19539,29,"Victoria, Australia"
Western Australia,Australia,2021-01-02 05:22:33,-31.9505,115.8605,863,9,838,16,"Western Australia, Australia"
,Austria,2021-01-02 05:22:33,47.5162,14.5501,362911,6261,334901,21749,Austria
,Azerbaijan,2021-01-02 05:22:33,40.1431,47.5769,219041,2670,188280,28091,Azerbaijan
,Bahamas,2021-01-02 05:22:33,25.025885,-78.035889,7887,171,6239,1477,Bahamas
,Bahrain,2021-01-02 05:22:33,26.0275,50.55,92913,352,90369,2192,Bahrain
,Bangladesh,2021-01-02 05:22:33,23.685,90.3563,514500,7576,458656,48268,Bangladesh
,Barbados,2021-01-02 05:22:33,13.1939,-59.5432,395,7,319,69,Barbados
,Belarus,2021-01-02 05:22:33,53.7098,27.9534,196223,1433,178102,16688,Belarus
Antwerp,Belgium,2021-01-02 05:22:33,51.2195,4.4024,79680,0,0,79680,"Antwerp, Belgium"
Brussels,Belgium,2021-01-02 05:22:33,50.8503,4.3517,81557,0,0,81557,"Brussels, Belgium"
East Flanders,Belgium,2021-01-02 05:22:33,51.0362,3.7373,65260,0,0,65260,"East Flanders, Belgium"
Flemish Brabant,Belgium,2021-01-02 05:22:33,50.9167,4.5833,49270,0,0,49270,"Flemish Brabant, Belgium"
Hainaut,Belgium,2021-01-02 05:22:33,50.5257,4.0621,102209,0,0,102209,"Hainaut, Belgium"
Liege,Belgium,2021-01-02 05:22:33,50.4496,5.8492,97027,0,0,97027,"Liege, Belgium"
Limburg,Belgium,2021-01-02 05:22:33,50.9739,5.3420000000000005,29349,0,0,29349,"Limburg, Belgium"
Luxembourg,Belgium,2021-01-02 05:22:33,50.0547,5.4677,18416,0,0,18416,"Luxembourg, Belgium"
Namur,Belgium,2021-01-02 05:22:33,50.331,4.8221,35462,0,0,35462,"Namur, Belgium"
Unknown,Belgium,2021-01-02 05:22:33,,,10701,19581,0,0,"Unknown, Belgium"
Walloon Brabant,Belgium,2021-01-02 05:22:33,50.4,4.35,25144,0,0,25144,"Walloon Brabant, Belgium"
West Flanders,Belgium,2021-01-02 05:22:33,51.0536,3.1458,54214,0,0,54214,"West Flanders, Belgium"
,Belize,2021-01-02 05:22:33,17.1899,-88.4976,10776,248,9795,733,Belize
,Benin,2021-01-02 05:22:33,9.3077,2.3158,3251,44,3061,146,Benin
,Bhutan,2021-01-02 05:22:33,27.5142,90.4336,689,0,449,240,Bhutan
,Bolivia,2021-01-02 05:22:33,-16.2902,-63.5887,160985,9175,132510,19300,Bolivia
,Bosnia and Herzegovina,2021-01-02 05:22:33,43.9159,17.6791,112143,4086,77682,30375,Bosnia and Herzegovina
,Botswana,2021-01-02 05:22:33,-22.3285,24.6849,14805,42,12136,2627,Botswana
Acre,Brazil,2021-01-02 05:22:33,-9.0238,-70.812,41689,796,33670,7223,"Acre, Brazil"
Alagoas,Brazil,2021-01-02 05:22:33,-9.5713,-36.782,105091,2496,99710,2885,"Alagoas, Brazil"
Amapa,Brazil,2021-01-02 05:22:33,0.902,-52.003,68361,926,52670,14765,"Amapa, Brazil"
Amazonas,Brazil,2021-01-02 05:22:33,-3.4168,-65.8561,201574,5295,170178,26101,"Amazonas, Brazil"
Bahia,Brazil,2021-01-02 05:22:33,-12.5797,-41.7007,494684,9159,478198,7327,"Bahia, Brazil"
Ceara,Brazil,2021-01-02 05:22:33,-5.4984,-39.3206,336504,10004,269846,56153,"Ceara, Brazil"
Distrito Federal,Brazil,2021-01-02 05:22:33,-15.7998,-47.8645,252077,4263,241952,5862,"Distrito Federal, Brazil"
Espirito Santo,Brazil,2021-01-02 05:22:33,-19.1834,-40.3089,249271,5093,227931,16242,"Espirito Santo, Brazil"
Goias,Brazil,2021-01-02 05:22:33,-15.827,-49.8362,309191,6805,298401,3906,"Goias, Brazil"
Maranhao,Brazil,2021-01-02 05:22:33,-4.9609,-45.2744,200959,4506,190884,5569,"Maranhao, Brazil"
Mato Grosso,Brazil,2021-01-02 05:22:33,-12.6819,-56.9211,180659,4530,170171,5066,"Mato Grosso, Brazil"
Mato Grosso do Sul,Brazil,2021-01-02 05:22:33,-20.7722,-54.7852,135361,2360,117816,14587,"Mato Grosso do Sul, Brazil"
Minas Gerais,Brazil,2021-01-02 05:22:33,-18.5122,-44.555,546884,12001,494278,40605,"Minas Gerais, Brazil"
Para,Brazil,2021-01-02 05:22:33,-1.9981,-54.9306,293807,7209,275483,11120,"Para, Brazil"
Paraiba,Brazil,2021-01-02 05:22:33,-7.24,-36.782,167062,3680,127030,36352,"Paraiba, Brazil"
Parana,Brazil,2021-01-02 05:22:33,-25.2521,-52.0215,418323,7993,305194,105136,"Parana, Brazil"
Pernambuco,Brazil,2021-01-02 05:22:33,-8.8137,-36.9541,222993,9666,189850,23477,"Pernambuco, Brazil"
Piaui,Brazil,2021-01-02 05:22:33,-7.7183,-42.7289,143210,2848,139971,368,"Piaui, Brazil"
Rio Grande do Norte,Brazil,2021-01-02 05:22:33,-5.4026,-36.9541,119338,3009,68394,46966,"Rio Grande do Norte, Brazil"
Rio Grande do Sul,Brazil,2021-01-02 05:22:33,-30.0346,-51.2177,451912,8917,424406,18589,"Rio Grande do Sul, Brazil"
Rio de Janeiro,Brazil,2021-01-02 05:22:33,-22.9068,-43.1729,435390,25600,397324,12466,"Rio de Janeiro, Brazil"
Rondonia,Brazil,2021-01-02 05:22:33,-11.5057,-63.5806,95999,1822,81122,13055,"Rondonia, Brazil"
Roraima,Brazil,2021-01-02 05:22:33,-2.7376,-62.0751,68858,787,65405,2518,"Roraima, Brazil"
Santa Catarina,Brazil,2021-01-02 05:22:33,-27.2423,-50.2189,494447,5270,467020,22157,"Santa Catarina, Brazil"
Sao Paulo,Brazil,2021-01-02 05:22:33,-23.5505,-46.6333,1466191,46775,1287986,131430,"Sao Paulo, Brazil"
Sergipe,Brazil,2021-01-02 05:22:33,-10.5741,-37.3857,113544,2492,99824,11228,"Sergipe, Brazil"
Tocantins,Brazil,2021-01-02 05:22:33,-10.1753,-48.2982,90592,1239,80658,8642,"Tocantins, Brazil"
,Brunei,2021-01-02 05:22:33,4.5353,114.7277,157,3,149,5,Brunei
,Bulgaria,2021-01-02 05:22:33,42.7339,25.4858,202540,7604,120343,74593,Bulgaria
,Burkina Faso,2021-01-02 05:22:33,12.2383,-1.5616,6828,85,5152,1591,Burkina Faso
,Burma,2021-01-02 05:22:33,21.9162,95.956,125042,2697,107777,14568,Burma
,Burundi,2021-01-02 05:22:33,-3.3731,29.9189,822,2,687,133,Burundi
,Cabo Verde,2021-01-02 05:22:33,16.5388,-23.0418,11872,113,11569,190,Cabo Verde
,Cambodia,2021-01-02 05:22:33,11.55,104.9167,379,0,362,17,Cambodia
,Cameroon,2021-01-02 05:22:33,3.848,11.5021,26848,448,24892,1508,Cameroon
Alberta,Canada,2021-01-02 05:22:33,53.9333,-116.5765,100428,1046,84827,14555,"Alberta, Canada"
British Columbia,Canada,2021-01-02 05:22:33,53.7267,-127.6476,51990,901,42127,8962,"British Columbia, Canada"
Diamond Princess,Canada,2020-12-21 13:27:30,,,0,1,0,0,"Diamond Princess, Canada"
Grand Princess,Canada,2020-12-21 13:27:30,,,13,0,13,0,"Grand Princess, Canada"
Manitoba,Canada,2021-01-02 05:22:33,53.7609,-98.8139,24700,667,19528,4505,"Manitoba, Canada"
New Brunswick,Canada,2021-01-02 05:22:33,46.5653,-66.4619,601,9,567,25,"New Brunswick, Canada"
Newfoundland and Labrador,Canada,2021-01-02 05:22:33,53.1355,-57.6604,390,4,366,20,"Newfoundland and Labrador, Canada"
Northwest Territories,Canada,2021-01-02 05:22:33,64.8255,-124.8457,24,0,24,0,"Northwest Territories,Canada"
Nova Scotia,Canada,2021-01-02 05:22:33,44.682,-63.7443,1497,65,1399,22,"Nova Scotia, Canada"
Nunavut,Canada,2021-01-02 05:22:33,70.2998,-83.1076,266,1,262,3,"Nunavut, Canada"
Ontario,Canada,2021-01-02 05:22:33,51.2538,-85.3232,192482,5526,162622,20154,"Ontario, Canada"
Prince Edward Island,Canada,2021-01-02 05:22:33,46.5107,-63.4168,94,0,89,5,"Prince Edward Island, Canada"
Quebec,Canada,2021-01-02 05:22:33,52.9399,-73.5491,208390,8388,170045,29957,"Quebec, Canada"
Repatriated Travellers,Canada,2021-01-02 05:22:33,,,13,0,13,0,"Repatriated Travellers, Canada"
Saskatchewan,Canada,2021-01-02 05:22:33,52.9399,-106.4509,15634,155,12496,2699,"Saskatchewan, Canada"
Yukon,Canada,2021-01-02 05:22:33,64.2823,-135.0,60,1,59,0,"Yukon, Canada"
,Central African Republic,2021-01-02 05:22:33,6.6111,20.9394,4963,63,1924,2976,Central African Republic
,Chad,2021-01-02 05:22:33,15.4542,18.7322,2141,104,1704,333,Chad
Antofagasta,Chile,2021-01-02 05:22:33,-23.6509,-70.3975,23887,585,22670,632,"Antofagasta, Chile"
Araucania,Chile,2021-01-02 05:22:33,-38.9489,-72.3311,23161,311,21736,1114,"Araucania, Chile"
Arica y Parinacota,Chile,2021-01-02 05:22:33,-18.594,-69.4785,10859,225,10408,226,"Arica y Parinacota, Chile"
Atacama,Chile,2021-01-02 05:22:33,-27.5661,-70.0503,8520,113,8328,79,"Atacama, Chile"
Aysen,Chile,2021-01-02 05:22:33,-45.9864,-73.7669,1588,15,1436,137,"Aysen, Chile"
Biobio,Chile,2021-01-02 05:22:33,-37.4464,-72.1416,47898,802,44427,2669,"Biobio, Chile"
Coquimbo,Chile,2021-01-02 05:22:33,-29.959,-71.3389,14308,299,13731,278,"Coquimbo, Chile"
Los Lagos,Chile,2021-01-02 05:22:33,-41.9198,-72.1416,26170,263,24352,1555,"Los Lagos, Chile"
Los Rios,Chile,2021-01-02 05:22:33,-40.231,-72.3311,9004,93,8239,672,"Los Rios, Chile"
Magallanes,Chile,2021-01-02 05:22:33,-52.368,-70.9863,17010,233,16264,513,"Magallanes, Chile"
Maule,Chile,2021-01-02 05:22:33,-35.5183,-71.6885,25783,556,23574,1653,"Maule, Chile"
Metropolitana,Chile,2021-01-02 05:22:33,-33.4376,-70.6505,319937,10813,304802,4322,"Metropolitana, Chile"
Nuble,Chile,2021-01-02 05:22:33,-36.7226,-71.7622,10821,218,9979,624,"Nuble, Chile"
OHiggins,Chile,2021-01-02 05:22:33,-34.5755,-71.0022,21682,588,20563,531,"OHiggins, Chile"
Tarapaca,Chile,2021-01-02 05:22:33,-19.9232,-69.5132,15896,287,14924,685,"Tarapaca, Chile"
Unknown,Chile,2021-01-02 05:22:33,,,58,1,44,13,"Unknown, Chile"
Valparaiso,Chile,2021-01-02 05:22:33,-33.0472,-71.6127,35982,1258,33726,998,"Valparaiso, Chile"
Anhui,China,2021-01-02 05:22:33,31.8257,117.2264,993,6,986,1,"Anhui, China"
Beijing,China,2021-01-02 05:22:33,40.1824,116.4142,988,9,944,35,"Beijing, China"
Chongqing,China,2021-01-02 05:22:33,30.0572,107.874,590,6,584,0,"Chongqing, China"
Fujian,China,2021-01-02 05:22:33,26.0789,117.9874,513,1,488,24,"Fujian, China"
Gansu,China,2021-01-02 05:22:33,35.7518,104.2861,182,2,180,0,"Gansu, China"
Guangdong,China,2021-01-02 05:22:33,23.3417,113.4244,2046,8,2011,27,"Guangdong, China"
Guangxi,China,2021-01-02 05:22:33,23.8298,108.7881,264,2,261,1,"Guangxi, China"
Guizhou,China,2021-01-02 05:22:33,26.8154,106.8748,147,2,145,0,"Guizhou, China"
Hainan,China,2021-01-02 05:22:33,19.1959,109.7453,171,6,165,0,"Hainan, China"
Hebei,China,2021-01-02 05:22:33,37.8957,114.9042,373,6,367,0,"Hebei, China"
Heilongjiang,China,2021-01-02 05:22:33,47.862,127.7615,964,13,942,9,"Heilongjiang, China"
Henan,China,2021-01-02 05:22:33,33.882,113.614,1299,22,1270,7,"Henan, China"
Hong Kong,China,2021-01-02 05:22:33,22.3,114.2,8888,149,7912,828,"Hong Kong, China"
Hubei,China,2021-01-02 05:22:33,30.9756,112.2707,68149,4512,63637,0,"Hubei, China"
Hunan,China,2021-01-02 05:22:33,27.6104,111.7088,1021,4,1016,1,"Hunan, China"
Inner Mongolia,China,2021-01-02 05:22:33,44.0935,113.9448,364,1,340,23,"Inner Mongolia, China"
Jiangsu,China,2021-01-02 05:22:33,32.9711,119.455,684,0,682,2,"Jiangsu, China"
Jiangxi,China,2021-01-02 05:22:33,27.614,115.7221,935,1,934,0,"Jiangxi, China"
Jilin,China,2021-01-02 05:22:33,43.6661,126.1923,157,2,155,0,"Jilin, China"
Liaoning,China,2021-01-02 05:22:33,41.2956,122.6085,359,2,287,70,"Liaoning, China"
Macau,China,2021-01-02 05:22:33,22.1667,113.55,46,0,46,0,"Macau, China"
Ningxia,China,2021-01-02 05:22:33,37.2692,106.1655,75,0,75,0,"Ningxia, China"
Qinghai,China,2021-01-02 05:22:33,35.7452,95.9956,18,0,18,0,"Qinghai, China"
Shaanxi,China,2021-01-02 05:22:33,35.1917,108.8701,508,3,490,15,"Shaanxi, China"
Shandong,China,2021-01-02 05:22:33,36.3427,118.1498,863,7,847,9,"Shandong, China"
Shanghai,China,2021-01-02 05:22:33,31.202,121.4491,1520,7,1420,93,"Shanghai, China"
Shanxi,China,2021-01-02 05:22:33,37.5777,112.2922,224,0,221,3,"Shanxi, China"
Sichuan,China,2021-01-02 05:22:33,30.6171,102.7103,853,3,822,28,"Sichuan, China"
Tianjin,China,2021-01-02 05:22:33,39.3054,117.323,312,3,300,9,"Tianjin, China"
Tibet,China,2021-01-02 05:22:33,31.6927,88.0924,1,0,1,0,"Tibet, China"
Xinjiang,China,2021-01-02 05:22:33,41.1129,85.2401,980,3,977,0,"Xinjiang, China"
Yunnan,China,2021-01-02 05:22:33,24.974,101.487,230,2,215,13,"Yunnan, China"
Zhejiang,China,2021-01-02 05:22:33,29.1832,120.0934,1306,1,1293,12,"Zhejiang, China"
Amazonas,Colombia,2021-01-02 05:22:33,-1.4429,-71.5724,3249,125,3102,22,"Amazonas, Colombia"
Antioquia,Colombia,2021-01-02 05:22:33,7.1986,-75.3412,263708,4817,245839,13052,"Antioquia, Colombia"
Arauca,Colombia,2021-01-02 05:22:33,7.0762,-70.7105,4600,134,4300,166,"Arauca, Colombia"
Atlantico,Colombia,2021-01-02 05:22:33,10.6966,-74.8741,94549,3443,87898,3208,"Atlantico, Colombia"
Bolivar,Colombia,2021-01-02 05:22:33,8.6704,-74.03,52000,1107,49335,1558,"Bolivar, Colombia"
Boyaca,Colombia,2021-01-02 05:22:33,5.4545,-73.362,28803,620,26406,1777,"Boyaca, Colombia"
Caldas,Colombia,2021-01-02 05:22:33,5.2983,-75.2479,32668,644,30213,1811,"Caldas, Colombia"
Capital District,Colombia,2021-01-02 05:22:33,4.711,-74.0721,475253,9868,430079,35306,"Capital District, Colombia"
Caqueta,Colombia,2021-01-02 05:22:33,0.8699,-73.8419,15042,533,13707,802,"Caqueta, Colombia"
Casanare,Colombia,2021-01-02 05:22:33,5.7589,-71.5724,8825,182,8169,474,"Casanare, Colombia"
Cauca,Colombia,2021-01-02 05:22:33,2.705,-76.82600000000002,18844,505,16984,1355,"Cauca, Colombia"
Cesar,Colombia,2021-01-02 05:22:33,9.3373,-73.6536,33637,996,30947,1694,"Cesar, Colombia"
Choco,Colombia,2021-01-02 05:22:33,5.2528,-76.82600000000002,4888,169,4613,106,"Choco, Colombia"
Cordoba,Colombia,2021-01-02 05:22:33,8.0493,-75.574,29590,1679,27564,347,"Cordoba, Colombia"
Cundinamarca,Colombia,2021-01-02 05:22:33,5.026,-74.03,67608,1726,62249,3633,"Cundinamarca, Colombia"
Guainia,Colombia,2021-01-02 05:22:33,2.5854,-68.5247,1235,20,1204,11,"Guainia, Colombia"
Guaviare,Colombia,2021-01-02 05:22:33,1.0654,-73.2603,1964,37,1907,20,"Guaviare, Colombia"
Huila,Colombia,2021-01-02 05:22:33,2.5359,-75.5277,35109,1130,32925,1054,"Huila, Colombia"
La Guajira,Colombia,2021-01-02 05:22:33,11.3548,-72.5205,14217,545,13119,553,"La Guajira, Colombia"
Magdalena,Colombia,2021-01-02 05:22:33,10.4113,-74.4057,24836,1075,22950,811,"Magdalena, Colombia"
Meta,Colombia,2021-01-02 05:22:33,3.272,-73.0877,34072,745,32218,1109,"Meta, Colombia"
Narino,Colombia,2021-01-02 05:22:33,1.2892,-77.3579,31603,987,28571,2045,"Narino, Colombia"
Norte de Santander,Colombia,2021-01-02 05:22:33,7.9463,-72.8988,40621,2022,36640,1959,"Norte de Santander, Colombia"
Putumayo,Colombia,2021-01-02 05:22:33,0.436,-75.5277,5929,245,5349,335,"Putumayo, Colombia"
Quindio,Colombia,2021-01-02 05:22:33,4.461,-75.6674,23916,659,21856,1401,"Quindio, Colombia"
Risaralda,Colombia,2021-01-02 05:22:33,5.3158,-75.9928,34605,760,31061,2784,"Risaralda, Colombia"
San Andres y Providencia,Colombia,2021-01-02 05:22:33,12.5567,-81.7185,2471,39,2391,41,"San Andres y Providencia, Colombia"
Santander,Colombia,2021-01-02 05:22:33,6.6437,-73.6536,67850,2405,61143,4302,"Santander, Colombia"
Sucre,Colombia,2021-01-02 05:22:33,8.814,-74.7233,17477,679,16392,406,"Sucre, Colombia"
Tolima,Colombia,2021-01-02 05:22:33,4.0925,-75.1545,44552,1276,41274,2002,"Tolima, Colombia"
Unknown,Colombia,2021-01-02 05:22:33,,,0,0,0,0,"Unknown, Colombia"
Valle del Cauca,Colombia,2021-01-02 05:22:33,3.8009,-76.6413,138870,4297,127897,6676,"Valle del Cauca, Colombia"
Vaupes,Colombia,2021-01-02 05:22:33,0.8554,-70.812,1139,12,1120,7,"Vaupes, Colombia"
Vichada,Colombia,2021-01-02 05:22:33,4.4234,-69.2878,1150,14,1126,10,"Vichada, Colombia"
,Comoros,2021-01-02 05:22:33,-11.6455,43.3333,823,10,705,108,Comoros
,Congo (Brazzaville),2021-01-02 05:22:33,-0.228,15.8277,7107,108,5846,1153,Congo (Brazzaville)
,Congo (Kinshasa),2021-01-02 05:22:33,-4.0383,21.7587,17849,591,14701,2557,Congo (Kinshasa)
,Costa Rica,2021-01-02 05:22:33,9.7489,-83.7534,169321,2185,131923,35213,Costa Rica
,Cote d'Ivoire,2021-01-02 05:22:33,7.54,-5.5471,22563,138,21981,444,Cote d'Ivoire
,Croatia,2021-01-02 05:22:33,45.1,15.2,212007,3961,199820,8226,Croatia
,Cuba,2021-01-02 05:22:33,21.521757,-77.78116700000002,12056,146,10345,1565,Cuba
,Cyprus,2021-01-02 05:22:33,35.1264,33.4299,23108,126,2057,20925,Cyprus
,Czechia,2021-01-02 05:22:33,49.8175,15.473,732022,11711,600073,120238,Czechia
Faroe Islands,Denmark,2021-01-02 05:22:33,61.8926,-6.9118,610,0,551,59,"Faroe Islands, Denmark"
Greenland,Denmark,2021-01-02 05:22:33,71.7069,-42.6043,27,0,21,6,"Greenland, Denmark"
,Denmark,2021-01-02 05:22:33,56.2639,9.5018,165930,1322,130818,33790,Denmark
,Diamond Princess,2021-01-02 05:22:33,,,712,13,699,0,Diamond Princess
,Djibouti,2021-01-02 05:22:33,11.8251,42.5903,5840,61,5735,44,Djibouti
,Dominica,2021-01-02 05:22:33,15.415,-61.371,88,0,83,5,Dominica
,Dominican Republic,2021-01-02 05:22:33,18.7357,-70.1627,172218,2416,131543,38259,Dominican Republic
,Ecuador,2021-01-02 05:22:33,-1.8312,-78.1834,213378,14051,184507,14820,Ecuador
,Egypt,2021-01-02 05:22:33,26.820553000000004,30.802498,139471,7687,112826,18958,Egypt
,El Salvador,2021-01-02 05:22:33,13.7942,-88.8965,46515,1327,45960,0,El Salvador
,Equatorial Guinea,2021-01-02 05:22:33,1.6508,10.2679,5277,86,5136,55,Equatorial Guinea
,Eritrea,2021-01-02 05:22:33,15.1794,39.7823,1320,3,643,674,Eritrea
,Estonia,2021-01-02 05:22:33,58.5953,25.0136,28406,234,19027,9145,Estonia
,Eswatini,2021-01-02 05:22:33,-26.5225,31.4659,9482,216,7073,2193,Eswatini
,Ethiopia,2021-01-02 05:22:33,9.145,40.4897,124652,1937,112251,10464,Ethiopia
,Fiji,2021-01-02 05:22:33,-17.7134,178.065,49,2,44,3,Fiji
,Finland,2021-01-02 05:22:33,61.92411,25.748151,36676,598,29000,6842,Finland
French Guiana,France,2021-01-02 05:22:33,4.0,-53.0,13166,71,9995,3100,"French Guiana, France"
French Polynesia,France,2021-01-02 05:22:33,-17.6797,-149.4068,16926,114,4842,11970,"French Polynesia, France"
Guadeloupe,France,2021-01-02 05:22:33,16.265,-61.551,8620,155,2242,6223,"Guadeloupe, France"
Martinique,France,2021-01-02 05:22:33,14.6415,-61.0242,6091,43,98,5950,"Martinique, France"
Mayotte,France,2021-01-02 05:22:33,-12.8275,45.166244,5890,55,2964,2871,"Mayotte, France"
New Caledonia,France,2021-01-02 05:22:33,-20.904305,165.618042,38,0,38,0,"New Caledonia, France"
Reunion,France,2021-01-02 05:22:33,-21.1151,55.5364,9037,42,8706,289,"Reunion, France"
Saint Barthelemy,France,2021-01-02 05:22:33,17.9,-62.8333,190,0,172,18,"Saint Barthelemy, France"
Saint Pierre and Miquelon,France,2021-01-02 05:22:33,46.8852,-56.3159,16,0,14,2,"Saint Pierre and Miquelon, France"
St Martin,France,2021-01-02 05:22:33,18.0708,-63.0501,995,12,855,128,"St Martin, France"
,France,2021-01-02 05:22:33,46.2276,2.2137,2636045,64399,170896,2400750,France
,Gabon,2021-01-02 05:22:33,-0.8037,11.6094,9571,64,9388,119,Gabon
,Gambia,2021-01-02 05:22:33,13.4432,-15.3101,3800,124,3669,7,Gambia
,Georgia,2021-01-02 05:22:33,42.3154,43.3569,228410,2528,214992,10890,Georgia
Baden-Wurttemberg,Germany,2021-01-02 05:22:33,48.6616,9.3501,242744,4894,190409,47441,"Baden-Wurttemberg, Germany"
Bayern,Germany,2021-01-02 05:22:33,48.7904,11.4979,330856,6813,264172,59871,"Bayern, Germany"
Berlin,Germany,2021-01-02 05:22:33,52.52,13.405,97652,1277,78947,17428,"Berlin, Germany"
Brandenburg,Germany,2021-01-02 05:22:33,52.4125,12.5316,46633,1125,32460,13048,"Brandenburg, Germany"
Bremen,Germany,2021-01-02 05:22:33,53.0793,8.8017,13708,201,12067,1440,"Bremen, Germany"
Hamburg,Germany,2021-01-02 05:22:33,53.5511,9.9937,37297,658,27236,9403,"Hamburg, Germany"
Hessen,Germany,2021-01-02 05:22:33,50.6521,9.1624,139368,2918,109223,27227,"Hessen, Germany"
Mecklenburg-Vorpommern,Germany,2021-01-02 05:22:33,53.6127,12.4296,12365,173,9469,2723,"Mecklenburg-Vorpommern, Germany"
Niedersachsen,Germany,2021-01-02 05:22:33,52.6367,9.8451,109810,2017,92555,15238,"Niedersachsen, Germany"
Nordrhein-Westfalen,Germany,2021-01-02 05:22:33,51.4332,7.6616,398678,6701,326307,65670,"Nordrhein-Westfalen, Germany"
Rheinland-Pfalz,Germany,2021-01-02 05:22:33,50.1183,7.309,73551,1459,54190,17902,"Rheinland-Pfalz, Germany"
Saarland,Germany,2021-01-02 05:22:33,49.3964,7.023,20476,469,18075,1932,"Saarland, Germany"
Sachsen,Germany,2021-01-02 05:22:33,51.1045,13.2017,137094,3302,100200,33592,"Sachsen, Germany"
Sachsen-Anhalt,Germany,2021-01-02 05:22:33,51.9503,11.6923,31048,680,23248,7120,"Sachsen-Anhalt, Germany"
Schleswig-Holstein,Germany,2021-01-02 05:22:33,54.2194,9.6961,25247,436,19000,5811,"Schleswig-Holstein, Germany"
Thuringen,Germany,2021-01-02 05:22:33,51.011,10.8453,43875,1027,31186,11662,"Thuringen, Germany"
Unknown,Germany,2021-01-02 05:22:33,,,2102,0,0,2102,"Unknown, Germany"
,Ghana,2021-01-02 05:22:33,7.9465,-1.0232,54930,335,53758,837,Ghana
,Greece,2021-01-02 05:22:33,39.0742,21.8243,139447,4881,93764,40802,Greece
,Grenada,2021-01-02 05:22:33,12.1165,-61.679,127,0,107,20,Grenada
,Guatemala,2021-01-02 05:22:33,15.7835,-90.2308,138236,4820,126606,6810,Guatemala
,Guinea,2021-01-02 05:22:33,9.9456,-9.6966,13738,81,13153,504,Guinea
,Guinea-Bissau,2021-01-02 05:22:33,11.8037,-15.1804,2452,45,2397,10,Guinea-Bissau
,Guyana,2021-01-02 05:22:33,4.860416000000002,-58.93018000000001,6348,164,5868,316,Guyana
,Haiti,2021-01-02 05:22:33,18.9712,-72.2852,10015,236,8624,1155,Haiti
,Holy See,2021-01-02 05:22:33,41.9029,12.4534,27,0,15,12,Holy See
,Honduras,2021-01-02 05:22:33,15.2,-86.2419,122974,3160,56936,62878,Honduras
,Hungary,2021-01-02 05:22:33,47.1625,19.5033,325278,9667,157063,158548,Hungary
,Iceland,2021-01-02 05:22:33,64.9631,-19.0208,5754,29,5578,147,Iceland
Andaman and Nicobar Islands,India,2021-01-02 05:22:33,11.225999,92.968178,4946,62,4826,58,"Andaman and Nicobar Islands, India"
Andhra Pradesh,India,2021-01-02 05:22:33,15.9129,79.74,882612,7108,871916,3588,"Andhra Pradesh, India"
Arunachal Pradesh,India,2021-01-02 05:22:33,27.768456,96.384277,16719,56,16564,99,"Arunachal Pradesh, India"
Assam,India,2021-01-02 05:22:33,26.357149,92.830441,216251,1049,211910,3292,"Assam, India"
Bihar,India,2021-01-02 05:22:33,25.679658,85.60484,252219,1400,245476,5343,"Bihar, India"
Chandigarh,India,2021-01-02 05:22:33,30.733839,76.76827800000002,19799,318,19045,436,"Chandigarh, India"
Chhattisgarh,India,2021-01-02 05:22:33,21.264705,82.035366,280507,3375,264769,12363,"Chhattisgarh, India"
Dadra and Nagar Haveli and Daman and Diu,India,2021-01-02 05:22:33,20.194742,73.080901,3378,2,3365,11,"Dadra and Nagar Haveli and Daman and Diu, India"
Delhi,India,2021-01-02 05:22:33,28.646519,77.10898,625954,10557,609322,6075,"Delhi, India"
Goa,India,2021-01-02 05:22:33,15.359682,74.057396,51135,739,49388,1008,"Goa, India"
Gujarat,India,2021-01-02 05:22:33,22.694884,71.590923,245772,4309,230893,10570,"Gujarat, India"
Haryana,India,2021-01-02 05:22:33,29.20004,76.332824,262611,2911,255853,3847,"Haryana, India"
