Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
Montana,US,2021-01-02 05:22:33,46.95925154,-104.2510927,113,4,0,109,"Wibaux, Montana, US"
Montana,US,2021-01-02 05:22:33,45.93955949,-108.2691486,13847,161,0,13686,"Yellowstone, Montana, US"
Nebraska,US,2021-01-02 05:22:33,40.52449420000001,-98.50117804,2297,36,0,2261,"Adams, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.17695516,-98.0666283,427,4,0,423,"Antelope, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.56896142,-101.6959559,18,0,0,18,"Arthur, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.54634427,-103.7114332,26,0,0,26,"Banner, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.91311716,-99.97677845,16,0,0,16,"Blaine, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.70759415,-98.06737183,421,4,0,417,"Boone, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.22079243,-103.0878834,784,8,0,776,"Box Butte, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.8997274,-98.76486568,162,3,0,159,"Boyd, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.43018907,-99.92904055,209,2,0,207,"Brown, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.85486962,-99.07500296,4329,48,0,4281,"Buffalo, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.85056773,-96.32605633,521,9,0,512,"Burt, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.22703692,-97.13106306,717,9,0,708,"Butler, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.90899107,-96.13971217,1762,13,0,1749,"Cass, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.5988851,-97.25311951,549,10,0,539,"Cedar, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.5237198,-101.6978026,369,3,0,366,"Chase, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.54502621,-101.1244332,251,4,0,247,"Cherry, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.21999357,-102.9941693,758,12,0,746,"Cheyenne, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.52439441,-98.05126296,552,8,0,544,"Clay, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.57486951,-97.0868542,1447,18,0,1429,"Colfax, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.91637624,-96.78730772,824,9,0,815,"Cuming, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.39374521,-99.72805369,639,14,0,625,"Custer, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.39040144,-96.56656425,3505,55,0,3450,"Dakota, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.71985036,-103.1313774,547,18,0,529,"Dawes, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.87028216,-99.8201461,2476,24,0,2452,"Dawson, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.11168186,-102.3333331,70,0,0,70,"Deuel, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.49188363,-96.86782408,490,6,0,484,"Dixon, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.58071748,-96.65598179,3798,42,0,3756,"Dodge, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.29518299,-96.15085305,53581,515,0,53066,"Douglas, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.17638677,-101.6876522,102,4,0,98,"Dundy, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.52458567,-97.59646937,409,7,0,402,"Fillmore, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.17636348,-98.95299073,210,2,0,208,"Franklin, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.52993007,-100.3924658,153,1,0,152,"Frontier, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.17642064,-99.91247454,363,4,0,359,"Furnas, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.26186809,-96.68946704,1839,13,0,1826,"Gage, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.61703149,-102.3313973,92,1,0,91,"Garden, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.91428955,-98.99111827,127,3,0,124,"Garfield, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.51481965,-99.83020279,159,3,0,156,"Gosper, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.91528587,-101.740701,23,3,0,20,"Grant, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.56742671,-98.52150266,178,2,0,176,"Greeley, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.87257079,-98.50218293,5829,96,0,5733,"Hall, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.87349452,-98.02099117,711,15,0,696,"Hamilton, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.17658508,-99.40438879,179,0,0,179,"Harlan, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.52451972,-101.0603568,55,0,0,55,"Hayes, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.17609175,-101.0416477,176,2,0,174,"Hitchcock, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.45522056,-98.78402558,675,13,0,662,"Holt, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.91586243,-101.1354293,47,2,0,45,"Hooker, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.2200529,-98.5166499,470,13,0,457,"Howard, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.17584531,-97.142601,555,1,0,554,"Jefferson, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.39257596,-96.26522753,543,5,0,538,"Johnson, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.50663314,-98.94877182,583,4,0,579,"Kearney, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.19930341,-101.6620164,589,2,0,587,"Keith, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.87990694,-99.71343729,38,0,0,38,"Keya Paha, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.19774275,-103.7148131,341,5,0,336,"Kimball, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.63758421,-97.89178836,677,5,0,672,"Knox, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.78416049,-96.68777155,22626,123,0,22503,"Lancaster, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.04658298,-100.7475374,3026,34,0,2992,"Lincoln, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.56650314,-100.4817851,69,0,0,69,"Logan, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.91371961,-99.45440415,36,0,0,36,"Loup, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.91676024,-97.6005481,3778,39,0,3739,"Madison, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.56797682,-101.0599362,21,0,0,21,"McPherson, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.16624273,-98.0374887,582,11,0,571,"Merrick, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.71711774,-103.0061405,408,12,0,396,"Morrill, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.39750195,-97.99327291,349,9,0,340,"Nance, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.38514847,-95.85433992,481,10,0,471,"Nemaha, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.17637905,-98.04743961,299,1,0,298,"Nuckolls, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.64843556,-96.13374142,1014,2,0,1012,"Otoe, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.13141096,-96.23705437,160,1,0,159,"Pawnee, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.85082525,-101.6502942,230,11,0,219,"Perkins, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.51156033,-99.41461667,746,8,0,738,"Phelps, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.26434853,-97.60122773,538,19,0,519,"Pierce, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.57246836,-97.52144359,3517,41,0,3476,"Platte, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.18813488,-97.56630712,348,9,0,339,"Polk, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.17556879999999,-100.476998,953,5,0,948,"Red Willow, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.1247415,-95.71755036,519,15,0,504,"Richardson, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.42252217,-99.44832069,99,2,0,97,"Rock, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.52418865,-97.14085859,1743,3,0,1740,"Saline, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.11314181,-96.11156432,15923,78,0,15845,"Sarpy, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.2278103,-96.63773905,1795,10,0,1785,"Saunders, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.85070896,-103.7080986,3041,50,0,2991,"Scotts Bluff, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.87241834,-97.139673,1156,19,0,1137,"Seward, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.50284406,-102.4126613,385,11,0,374,"Sheridan, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.22045983,-98.97588642,151,4,0,147,"Sherman, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.48932059,-103.7576544,27,0,0,27,"Sioux, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.9169835,-97.19394708,317,8,0,309,"Stanton, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.17626377,-97.59504381,382,3,0,379,"Thayer, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.91358968,-100.5556632,46,0,0,46,"Thomas, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.15725356,-96.54157099,706,9,0,697,"Thurston, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,,,1257,5,0,1252,"Unassigned, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.56730777,-98.98197724,249,3,0,246,"Valley, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.52815707,-96.22019892,1638,17,0,1621,"Washington, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,42.20934475,-97.11926964,883,6,0,877,"Wayne, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.17642643,-98.50019851,273,3,0,270,"Webster, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,41.91482725,-98.52798941,28,0,0,28,"Wheeler, Nebraska, US"
Nebraska,US,2021-01-02 05:22:33,40.87272618,-97.59710186,1249,7,0,1242,"York, Nebraska, US"
Nevada,US,2021-01-02 05:22:33,39.15509045,-119.7480219,5016,57,0,4959,"Carson City, Nevada, US"
Nevada,US,2021-01-02 05:22:33,39.58105744,-118.3394607,1381,39,0,1342,"Churchill, Nevada, US"
Nevada,US,2021-01-02 05:22:33,36.21458855,-115.0130241,171850,2384,0,169466,"Clark, Nevada, US"
Nevada,US,2021-01-02 05:22:33,38.912862,-119.6171333,1974,16,0,1958,"Douglas, Nevada, US"
Nevada,US,2021-01-02 05:22:33,41.14531606,-115.3577619,3896,34,0,3862,"Elko, Nevada, US"
Nevada,US,2021-01-02 05:22:33,37.78436681,-117.6319999,32,0,0,32,"Esmeralda, Nevada, US"
Nevada,US,2021-01-02 05:22:33,39.98100864,-116.2683204,30,0,0,30,"Eureka, Nevada, US"
Nevada,US,2021-01-02 05:22:33,41.40692186,-118.1109427,813,10,0,803,"Humboldt, Nevada, US"
Nevada,US,2021-01-02 05:22:33,39.9332233,-117.0397075,388,4,0,384,"Lander, Nevada, US"
Nevada,US,2021-01-02 05:22:33,37.64268459,-114.8790388,277,1,0,276,"Lincoln, Nevada, US"
Nevada,US,2021-01-02 05:22:33,39.01777974,-119.1870479,2163,44,0,2119,"Lyon, Nevada, US"
Nevada,US,2021-01-02 05:22:33,38.53841696,-118.4344506,199,4,0,195,"Mineral, Nevada, US"
Nevada,US,2021-01-02 05:22:33,38.04264256,-116.4722702,1994,46,0,1948,"Nye, Nevada, US"
Nevada,US,2021-01-02 05:22:33,40.44003782,-118.40056409999998,832,10,0,822,"Pershing, Nevada, US"
Nevada,US,2021-01-02 05:22:33,39.44875482,-119.5250207,66,2,0,64,"Storey, Nevada, US"
Nevada,US,2021-01-02 05:22:33,,,0,0,0,0,"Unassigned, Nevada, US"
Nevada,US,2021-01-02 05:22:33,40.66562265,-119.6631594,35756,489,0,35267,"Washoe, Nevada, US"
Nevada,US,2021-01-02 05:22:33,39.44157041,-114.899966,379,3,0,376,"White Pine, Nevada, US"
New Hampshire,US,2021-01-02 05:22:33,43.51637314,-71.41684235,1934,47,0,1887,"Belknap, New Hampshire, US"
New Hampshire,US,2021-01-02 05:22:33,43.87498583,-71.20430216,905,4,0,901,"Carroll, New Hampshire, US"
New Hampshire,US,2021-01-02 05:22:33,42.92015988,-72.25311043,1263,7,0,1256,"Cheshire, New Hampshire, US"
New Hampshire,US,2021-01-02 05:22:33,44.69063265,-71.30633239,662,15,0,647,"Coos, New Hampshire, US"
New Hampshire,US,2021-01-02 05:22:33,43.93779815,-71.82057197,1127,9,0,1118,"Grafton, New Hampshire, US"
New Hampshire,US,2021-01-02 05:22:33,42.91537785,-71.7200253,17624,435,0,17189,"Hillsborough, New Hampshire, US"
New Hampshire,US,2021-01-02 05:22:33,43.29662971,-71.6811573,4793,64,0,4729,"Merrimack, New Hampshire, US"
New Hampshire,US,2021-01-02 05:22:33,42.98499744,-71.12883377,10918,141,0,10777,"Rockingham, New Hampshire, US"
New Hampshire,US,2021-01-02 05:22:33,43.291833,-71.02336013,3489,31,0,3458,"Strafford, New Hampshire, US"
New Hampshire,US,2021-01-02 05:22:33,43.36094111,-72.22203125,430,6,0,424,"Sullivan, New Hampshire, US"
New Hampshire,US,2021-01-02 05:22:33,,,2787,0,0,2787,"Unassigned, New Hampshire, US"
New Jersey,US,2021-01-02 05:22:33,39.47538693,-74.65848483,15351,370,0,14981,"Atlantic, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,40.96010917,-74.07164325,52473,2330,0,50143,"Bergen, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,39.87681124,-74.66927768,23630,627,0,23003,"Burlington, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,39.80343818,-74.96388753,31632,827,0,30805,"Camden, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,39.15008829,-74.80170244,4683,137,0,4546,"Cape May, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,39.37199394,-75.10712559,9432,229,0,9203,"Cumberland, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,40.78681335,-74.24657979,51576,2399,0,49177,"Essex, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,39.71581067,-75.13995546,16157,397,0,15760,"Gloucester, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,40.73766234,-74.07515667,48010,1707,0,46303,"Hudson, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,40.56335249,-74.91284156,4173,139,0,4034,"Hunterdon, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,40.28047017,-74.70479631,19893,725,0,19168,"Mercer, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,40.43629879,-74.41426991,48256,1683,0,46573,"Middlesex, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,40.26549699,-74.22240686,35247,1049,0,34198,"Monmouth, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,40.86095313,-74.54553709999998,23738,965,0,22773,"Morris, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,39.8895449,-74.28089251,36513,1381,0,35132,"Ocean, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,41.03238628,-74.29954144,43267,1460,0,41807,"Passaic, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,39.58719656,-75.34696629999998,3121,112,0,3009,"Salem, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,40.56465737,-74.61683016,15429,666,0,14763,"Somerset, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,41.13891592,-74.69118243,5122,215,0,4907,"Sussex, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,,,1075,0,0,1075,"Unassigned, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,40.65835409,-74.30680092,41887,1559,0,40328,"Union, New Jersey, US"
New Jersey,US,2021-01-02 05:22:33,40.85951833,-74.99556527,4378,183,0,4195,"Warren, New Jersey, US"
New Mexico,US,2021-01-02 05:22:33,35.05163625,-106.6703554,41121,573,0,40548,"Bernalillo, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,33.91514144,-108.4046587,58,3,0,55,"Catron, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,33.36406072,-104.4665365,7027,92,0,6935,"Chaves, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,34.91131525,-107.998876,2278,75,0,2203,"Cibola, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,36.60569702,-104.64726740000002,524,23,0,501,"Colfax, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,34.57421077,-103.3468876,4097,46,0,4051,"Curry, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,34.34274529,-104.4117842,97,0,0,97,"De Baca, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,32.35275771,-106.8329387,17636,280,0,17356,"Dona Ana, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,32.47167456,-104.3053527,4586,73,0,4513,"Eddy, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,32.73911281,-108.3827845,921,15,0,906,"Grant, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,34.86319296,-104.790669,279,5,0,274,"Guadalupe, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,35.85751555,-103.8220938,8,0,0,8,"Harding, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,31.91383467,-108.7151824,242,8,0,234,"Hidalgo, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,32.79215361,-103.4123733,6751,90,0,6661,"Lea, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,33.74526079,-105.4586166,1043,10,0,1033,"Lincoln, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,35.86631386,-106.3134985,286,0,0,286,"Los Alamos, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,32.18179341,-107.75088259999998,2370,43,0,2327,"Luna, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,35.58007720000001,-108.262245,9881,344,0,9537,"McKinley, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,36.01095101,-104.9497716,123,3,0,120,"Mora, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,32.61348406,-105.7417604,2167,38,0,2129,"Otero, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,35.10403332,-103.5481727,332,7,0,325,"Quay, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,36.51072137,-106.6931674,2314,42,0,2272,"Rio Arriba, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,34.02097406,-103.4799493,1527,28,0,1499,"Roosevelt, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,36.50838318,-108.320437,10308,297,0,10011,"San Juan, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,35.48014807,-104.8163562,861,4,0,857,"San Miguel, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,35.68862401,-106.8687803,8269,133,0,8136,"Sandoval, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,35.50708973,-105.9774716,7414,75,0,7339,"Santa Fe, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,33.13028233,-107.1925893,536,35,0,501,"Sierra, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,34.00715494,-106.9298354,959,42,0,917,"Socorro, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,36.58006022,-105.6310198,1154,41,0,1113,"Taos, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,34.64048375,-105.8508949,485,4,0,481,"Torrance, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,,,3368,0,0,3368,"Unassigned, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,36.48126404,-103.4709624,192,7,0,185,"Union, New Mexico, US"
New Mexico,US,2021-01-02 05:22:33,34.71669834,-106.8103733,4928,66,0,4862,"Valencia, New Mexico, US"
New York,US,2021-01-02 05:22:33,42.60060306,-73.97723916,11917,205,0,11712,"Albany, New York, US"
New York,US,2021-01-02 05:22:33,42.25748406,-78.02750466,1876,73,0,1803,"Allegany, New York, US"
New York,US,2021-01-02 05:22:33,40.85209301,-73.86282755,86505,5140,0,81365,"Bronx, New York, US"
New York,US,2021-01-02 05:22:33,42.15903158,-75.81326086,8301,206,0,8095,"Broome, New York, US"
New York,US,2021-01-02 05:22:33,42.24778241,-78.67923096,2585,44,0,2541,"Cattaraugus, New York, US"
New York,US,2021-01-02 05:22:33,42.91261714,-76.55731592,2997,23,0,2974,"Cayuga, New York, US"
New York,US,2021-01-02 05:22:33,42.22769210000001,-79.36691763,3625,21,0,3604,"Chautauqua, New York, US"
New York,US,2021-01-02 05:22:33,42.13891056,-76.7638805,4585,96,0,4489,"Chemung, New York, US"
New York,US,2021-01-02 05:22:33,42.49430041,-75.60887553,1250,21,0,1229,"Chenango, New York, US"
New York,US,2021-01-02 05:22:33,44.74530905,-73.67875352,1158,8,0,1150,"Clinton, New York, US"
New York,US,2021-01-02 05:22:33,42.24819348,-73.63089095,1678,60,0,1618,"Columbia, New York, US"
New York,US,2021-01-02 05:22:33,42.59509207,-76.07048931,2107,35,0,2072,"Cortland, New York, US"
New York,US,2021-01-02 05:22:33,42.19837623,-74.96709306,726,11,0,715,"Delaware, New York, US"
New York,US,2021-01-02 05:22:33,41.76486060000001,-73.74356679,12379,237,0,12142,"Dutchess, New York, US"
New York,US,2021-01-02 05:22:33,42.76249024,-78.73063652,41988,1209,0,40779,"Erie, New York, US"
New York,US,2021-01-02 05:22:33,44.11630765,-73.77297842,608,16,0,592,"Essex, New York, US"
New York,US,2021-01-02 05:22:33,44.59040891,-74.29926032,781,9,0,772,"Franklin, New York, US"
New York,US,2021-01-02 05:22:33,43.11363907,-74.41798804,1317,36,0,1281,"Fulton, New York, US"
New York,US,2021-01-02 05:22:33,43.0022601,-78.19135193,2767,53,0,2714,"Genesee, New York, US"
New York,US,2021-01-02 05:22:33,42.275797,-74.12384884,1383,23,0,1360,"Greene, New York, US"
New York,US,2021-01-02 05:22:33,43.66146647,-74.49721957,112,1,0,111,"Hamilton, New York, US"
New York,US,2021-01-02 05:22:33,43.42034246,-74.96145307,2230,24,0,2206,"Herkimer, New York, US"
New York,US,2021-01-02 05:22:33,44.04200959,-75.94653457,1859,10,0,1849,"Jefferson, New York, US"
New York,US,2021-01-02 05:22:33,40.6361825,-73.94935552,125467,7745,0,117722,"Kings, New York, US"
New York,US,2021-01-02 05:22:33,43.7844157,-75.44903992,944,15,0,929,"Lewis, New York, US"
New York,US,2021-01-02 05:22:33,42.72596275,-77.77966158,1928,25,0,1903,"Livingston, New York, US"
New York,US,2021-01-02 05:22:33,42.91653905,-75.67266639,2337,66,0,2271,"Madison, New York, US"
New York,US,2021-01-02 05:22:33,43.14638895,-77.69322942,34592,578,0,34014,"Monroe, New York, US"
New York,US,2021-01-02 05:22:33,42.90123494,-74.44011632,1393,45,0,1348,"Montgomery, New York, US"
New York,US,2021-01-02 05:22:33,40.74066522,-73.58941873,89460,2401,0,87059,"Nassau, New York, US"
New York,US,2021-01-02 05:22:33,40.76727260000001,-73.97152637,61676,3348,0,58328,"New York, New York, US"
New York,US,2021-01-02 05:22:33,43.19898042,-78.74777412,8745,180,0,8565,"Niagara, New York, US"
New York,US,2021-01-02 05:22:33,43.24375382,-75.43710392,12425,253,0,12172,"Oneida, New York, US"
New York,US,2021-01-02 05:22:33,43.00491923,-76.19971155,21508,432,0,21076,"Onondaga, New York, US"
New York,US,2021-01-02 05:22:33,42.85145728,-77.30874425,3365,62,0,3303,"Ontario, New York, US"
New York,US,2021-01-02 05:22:33,41.40337468,-74.30240757,23679,597,0,23082,"Orange, New York, US"
New York,US,2021-01-02 05:22:33,43.2516977,-78.2320066,1397,63,0,1334,"Orleans, New York, US"
New York,US,2021-01-02 05:22:33,43.42778894,-76.14635194,3510,39,0,3471,"Oswego, New York, US"
New York,US,2021-01-02 05:22:33,42.63492579,-75.03151402,1229,16,0,1213,"Otsego, New York, US"
New York,US,2021-01-02 05:22:33,,,0,154,0,0,"Out of NY, New York, US"
New York,US,2021-01-02 05:22:33,41.42630093,-73.74965532,4937,67,0,4870,"Putnam, New York, US"
New York,US,2021-01-02 05:22:33,40.71088124,-73.81684712,127132,7578,0,119554,"Queens, New York, US"
New York,US,2021-01-02 05:22:33,42.71348136,-73.51089874,4415,82,0,4333,"Rensselaer, New York, US"
New York,US,2021-01-02 05:22:33,40.58582155,-74.14808598,35646,1288,0,34358,"Richmond, New York, US"
New York,US,2021-01-02 05:22:33,41.15027894,-74.02560498,27768,589,0,27179,"Rockland, New York, US"
New York,US,2021-01-02 05:22:33,43.10904162,-73.86653895,5796,43,0,5753,"Saratoga, New York, US"
New York,US,2021-01-02 05:22:33,42.81668777,-74.05278291,6076,86,0,5990,"Schenectady, New York, US"
New York,US,2021-01-02 05:22:33,42.58831742,-74.44339029999998,572,5,0,567,"Schoharie, New York, US"
New York,US,2021-01-02 05:22:33,42.39184015,-76.8773299,534,10,0,524,"Schuyler, New York, US"
New York,US,2021-01-02 05:22:33,42.78081007,-76.82497064,817,36,0,781,"Seneca, New York, US"
New York,US,2021-01-02 05:22:33,44.4976179,-75.06550039,2182,44,0,2138,"St. Lawrence, New York, US"
New York,US,2021-01-02 05:22:33,42.2689144,-77.3829924,3467,120,0,3347,"Steuben, New York, US"
New York,US,2021-01-02 05:22:33,40.88320119,-72.8012172,97931,2311,0,95620,"Suffolk, New York, US"
New York,US,2021-01-02 05:22:33,41.71579493,-74.76394559,3169,40,0,3129,"Sullivan, New York, US"
New York,US,2021-01-02 05:22:33,42.16852837,-76.30835812,1711,54,0,1657,"Tioga, New York, US"
New York,US,2021-01-02 05:22:33,42.44945765,-76.47229843,2114,14,0,2100,"Tompkins, New York, US"
New York,US,2021-01-02 05:22:33,41.89027881,-74.26252104,5816,143,0,5673,"Ulster, New York, US"
New York,US,2021-01-02 05:22:33,,,32,87,0,0,"Unassigned, New York, US"
New York,US,2021-01-02 05:22:33,43.56173026,-73.8433699,1249,32,0,1217,"Warren, New York, US"
New York,US,2021-01-02 05:22:33,43.31153794,-73.43043448,874,16,0,858,"Washington, New York, US"
New York,US,2021-01-02 05:22:33,43.15494365,-77.02976528,2632,39,0,2593,"Wayne, New York, US"
New York,US,2021-01-02 05:22:33,41.16278376,-73.75741653,70614,1675,0,68939,"Westchester, New York, US"
New York,US,2021-01-02 05:22:33,42.70145109,-78.22199579,1421,23,0,1398,"Wyoming, New York, US"
New York,US,2021-01-02 05:22:33,42.63505484,-77.10369919,522,11,0,511,"Yates, New York, US"
North Carolina,US,2021-01-02 05:22:33,36.0434701,-79.39976137,10397,117,0,10280,"Alamance, North Carolina, US"
North Carolina,US,2021-01-02 05:22:33,35.922379600000006,-81.17751948,2662,30,0,2632,"Alexander, North Carolina, US"
